,Gene cluster #0,Gene cluster #1,Gene cluster #2,Gene cluster #3,Gene cluster #4,Gene cluster #5,Gene cluster #6,Gene cluster #7,Gene cluster #8,Gene cluster #9,Gene cluster #10,Gene cluster #11,Gene cluster #12,Gene cluster #13,Gene cluster #14,Gene cluster #15,Gene cluster #16,Gene cluster #17
74,0.019892618359888054,0.044445547503069296,0.06453280240639218,0.03875556250098924,0.05291075372701509,0.024185893811594417,0.025339890888651802,0.03082487607500454,0.07459390714415788,0.10670669193428807,0.032678233421446976,0.03464201142565418,0.05054999238808428,0.15611413619590445,0.19561552460607956,0.06620689658174729,0.06660592391133717,0.021254293509965296
78,0.01907435629874473,0.03297825778100585,0.040361155248783635,0.030976717780849573,0.053194270969864524,0.023471347342314326,0.024423510768442028,0.03736018449616516,0.0805294756213554,0.09829813077395376,0.029499812042068863,0.05423915005405678,0.05637310648632849,0.13623054721590985,0.19700444304643255,0.058329149400845076,0.06252702361219284,0.020765008317207692
79,0.023429014390988087,0.045665738585440756,0.04842707489171304,0.02281486372689986,0.05368372221267836,0.026109556929048375,0.033205830198725035,0.03951083913765957,0.07547972771236743,0.09741437335967723,0.02452102567897136,0.03728955382713407,0.038187176713388914,0.1310298907081447,0.179333447596833,0.0574631209362709,0.04739948728975382,0.023408274406080485
82,0.01900241648692695,0.038985315602852094,0.041747295490511066,0.03416438048522747,0.05122156684122707,0.02399805187387976,0.030660751573938924,0.04364321066576531,0.07947982272684913,0.10391458139243454,0.029628885325409318,0.050534560422831484,0.05229948439218055,0.15725698819688755,0.1972089255260274,0.06504737377527263,0.05757740590403807,0.01808809917351025
92,0.01965555000442258,0.04382588895773202,0.06039455187999897,0.03386373262233318,0.05276757445493871,0.02349888846203366,0.025555547152726753,0.03222185279601268,0.07404037785690809,0.10615038649096624,0.02923156753107917,0.03335662615966998,0.047842830412049335,0.14611986114195835,0.1884383902764934,0.06052627447250436,0.06059191253804569,0.01821118120810936
93,0.019487668949201405,0.04467796965673474,0.04285356455279867,0.034825200913395075,0.04990885192599308,0.025585837665649064,0.03353313053282468,0.04351671740392205,0.0807497334149022,0.10017975085007096,0.02652443776324177,0.04503238770089395,0.04563916375986332,0.15137422639896228,0.19005671048044082,0.05794645367172153,0.05128296034915241,0.01676788848176334
98,0.021533012731053902,0.04698226733317534,0.05206535363884894,0.032743608460833726,0.051073931239653377,0.027005758221672463,0.03338261105442101,0.04049908962091982,0.08533947364176285,0.1037342236583692,0.0250477418086802,0.03906498475907814,0.045886481565030064,0.15546720594144256,0.1958415463868451,0.06639999931292973,0.05172833178431735,0.018331144498303226
101,0.020706337433679268,0.03596532737458792,0.039994184686318615,0.033146095164282706,0.05197994160090173,0.023417542703371548,0.02926496473822301,0.03967761632317022,0.08360933554216314,0.10382266770903872,0.02839851629352417,0.052534813997762095,0.0560512937772674,0.15260254460612674,0.19578235678783734,0.0671804330852849,0.06151806449743714,0.017606763032442296
107,0.01808234737945752,0.03648557723547137,0.039731441582240457,0.032532538124880106,0.05052072042691321,0.02206591460378221,0.028733515731317223,0.04197855455501251,0.07728360562419657,0.09884016257562073,0.03002815957885948,0.05353419174273949,0.0562520316921469,0.15295608682943948,0.19959506339407146,0.06816383292047769,0.060291962488872725,0.019252716182184614
108,0.019092435490566342,0.03480294615201045,0.0382378154890904,0.03318547206614992,0.04985610709559412,0.02402727912611194,0.025878938382609844,0.0388264746799839,0.07937148042712444,0.10698064911096714,0.024457176646720185,0.05285095947038917,0.05368295927233024,0.16130530047980454,0.19250096501419578,0.06174968804884495,0.05818448018616064,0.02022998101314475
109,0.01965071786228185,0.044939677908909584,0.06058796855478325,0.03359857874520094,0.049107391275717886,0.02329702778517889,0.026615720966364907,0.032209357772168656,0.07849551982108066,0.10120792188866036,0.024660065480396617,0.033855594646850035,0.04539224368562755,0.13923950407448324,0.18428976728271423,0.0688893236789478,0.0578930424769077,0.022080870946004173
115,0.019577590207656585,0.04739977379072729,0.05854234821288758,0.030491689798682317,0.04617065295740297,0.025776502749865118,0.029321510560296027,0.03610443532438036,0.0750975674063354,0.10221523683833524,0.02410279693651551,0.03511977070161712,0.04628543420067524,0.1526985939034147,0.19583033094914426,0.060417375641741274,0.05820933208450201,0.019465381740243055
124,0.02028853672022797,0.0450486859157211,0.06337059113311386,0.03585361997369176,0.04895678282453285,0.021725621745607077,0.024094894968027775,0.0300993012893692,0.07094458716787981,0.1051183327677356,0.02802840305931181,0.03389989588011578,0.04873986780662035,0.1543947646327623,0.18851603869417188,0.062277140639335524,0.06427465671716218,0.01935387134174519
126,0.02155739792410478,0.04579866370878156,0.04627898777184207,0.03486462031037529,0.05429744087683894,0.02535636395264349,0.034651566177615487,0.04059744395708825,0.07862162629005445,0.10815045528916792,0.028357349875551024,0.04084270487891862,0.04094078103317021,0.1449026787954463,0.1837472866835822,0.06166060536030876,0.0508874592356248,0.018385910333984564
128,0.020873454253949014,0.03518321103927971,0.039909462912168285,0.032735755955744864,0.05538441388316845,0.02396035355496813,0.026787068699697027,0.03918935321798571,0.0774615580848031,0.1045604994728005,0.029789604688626632,0.053613958954538514,0.054610006208101934,0.14508659538914034,0.1944178789552869,0.06135810407231947,0.06066444232138622,0.021884836223172662
129,0.018948021526948258,0.04520895384884716,0.04705406647358763,0.03579414805808519,0.05260185880409157,0.02571717813326986,0.03271897573804396,0.04265140615801937,0.08079088919761919,0.10627549067676567,0.027371777699977902,0.043409496235142384,0.04646850287172655,0.1483087591525566,0.19614060191697613,0.060947916306145995,0.05133078053716617,0.01995753830899856
144,0.018771122464816967,0.037093915028999495,0.03910029561784174,0.0339564970184392,0.06067117991989035,0.0265219405433314,0.02953335909273047,0.04065628518314916,0.07547605156710323,0.11424533563603527,0.027238223521625287,0.050867772540157036,0.0478102463304299,0.1540562192146603,0.17708755945986757,0.06481854379537358,0.05535467973602992,0.022881259709645614
145,0.020013135317141318,0.04484958670031371,0.0648544100734498,0.03728501152253661,0.05239278764369372,0.022667273581393317,0.025631331784085304,0.029964689097964094,0.07348663165594553,0.10738019569202598,0.029334743442048238,0.03347944058928638,0.050158834428068025,0.1572102207266472,0.19311214620766196,0.06343202003807387,0.06476443037746164,0.02012819404153976
154,0.018895259482711025,0.03305341767944402,0.039929454746819346,0.03387804131626085,0.05064107659390825,0.02331315892923683,0.024752178085346212,0.03865762892190918,0.07760406095697357,0.1033883436859174,0.02835462865872261,0.055150035677754575,0.05926661860668921,0.14546344850935253,0.20188529540640565,0.061599401277274826,0.06356097652583967,0.021990028683992538
163,0.02191089228098016,0.02998056252730637,0.03719682770669194,0.027185255400778367,0.04766855955975252,0.021565183155281175,0.023685020096533067,0.03869989082349154,0.08545753146102343,0.09444577890532917,0.0289884717533694,0.05563925646581366,0.06312715647381294,0.1411923666852207,0.1977637722468654,0.06599376120560822,0.06265561929279202,0.0233058293383733
164,0.01829577795154442,0.0457745471385415,0.06579892060089812,0.03952534328458679,0.05682401680712361,0.025846343550655022,0.02462023986076425,0.03046568787105057,0.0760959584868585,0.10385637247491997,0.029424271667928117,0.03303275824540963,0.04865234721741304,0.16004265260211778,0.19877406134885162,0.06523183840538396,0.06413790497186342,0.024422011535956186
168,0.0202256698100836,0.044558747908477955,0.06662893165246925,0.03987198053967883,0.051674197020306505,0.02362825809069689,0.02544063205081907,0.030343512102824387,0.07364838813801525,0.10853946148572896,0.032353103554820316,0.034543653010022934,0.04963202996508218,0.16299427985751475,0.19530234198073085,0.06438007588582799,0.06664886186642469,0.020437453923434767
174,0.020787491474054468,0.04636329643963964,0.05826451318289634,0.03401750463035092,0.05158666554613106,0.02540706841040559,0.029122065911543787,0.034675600596016154,0.0798367952559563,0.10337883823816618,0.027231810304666176,0.03568435294898137,0.04360278019807662,0.14647859794942936,0.20008418744265935,0.059501450186948614,0.05663479695734201,0.0210305541840394
177,0.022558818194864785,0.042036499663872864,0.04463571122515356,0.033397286968102013,0.05697462255589533,0.02754033453782387,0.033564256267519355,0.041085725256273416,0.07363785465053754,0.1035784594994852,0.02569394833117864,0.04297252202331986,0.04317808825226325,0.13983101245453008,0.17863456704165825,0.059194290074576175,0.04906959432297965,0.01931613621398823
208,0.018803913440824358,0.040004199506447576,0.04112212750515157,0.03533968831902283,0.05386168110910824,0.02441527836859172,0.030821841857307984,0.04222659565431823,0.07826136970026945,0.10936441805897924,0.02805300791254153,0.04993013176453594,0.05003152456907908,0.15235443585880426,0.19456356647976747,0.06366285579030022,0.055246774972987286,0.018921528543433527
215,0.0202470297172874,0.045554435482074565,0.06361671397713811,0.03866873156558363,0.051238653035822035,0.0234291866459019,0.02741197573314963,0.03181688762629588,0.08269650278948716,0.1072182653414728,0.03157093314017801,0.03347613430197061,0.048655163638182036,0.1500709635527402,0.19994203088947543,0.0675850981094134,0.0628657159328875,0.02207936922861702
216,0.018662390674837697,0.0470292277659394,0.05913335512584241,0.032883945467226214,0.05289567997045881,0.023847581832956297,0.028945412105055062,0.03315394147100472,0.07857680044092838,0.09709439945611546,0.02597235446178803,0.033612529261318705,0.04678873813865008,0.14269502192080522,0.20190935332730736,0.06417384674411045,0.05584990681347531,0.01875213523870653
217,0.018688511435805046,0.043102075125717856,0.06191270241922249,0.033939303692352124,0.05128833687347348,0.02326080694016415,0.026572699229007887,0.030719583438967312,0.07720747958803849,0.11052261120475147,0.02796842798036017,0.033064236314618765,0.04741104187596863,0.1523543272777311,0.1893541712805648,0.060236513988194636,0.06092683232859361,0.0193662339352756
220,0.021469188864257745,0.041046900956767884,0.04063006113696081,0.036257963761549175,0.05632722025207859,0.024036974115098995,0.03185999399690388,0.042134547044533975,0.07830564190787044,0.10655646055477916,0.030107952978423894,0.04770729175482777,0.04703445191979402,0.14605492570750145,0.19053320739925358,0.06206242448829322,0.05290723248264632,0.02196653276332159
221,0.02110467241924946,0.04316400700935656,0.04261110100898762,0.034560404319498805,0.051078636534240565,0.023525303902817377,0.032085424413285595,0.04300270697319317,0.07861291052307225,0.09562958175513968,0.02536243173304631,0.04674624639779827,0.04758187997395901,0.1500613671577218,0.19658157316321748,0.06405540550051371,0.053122647933590415,0.017228026890909832
224,0.02471282946464026,0.0440097711288381,0.04367514768367194,0.034497774605462904,0.04976882234447898,0.026463347038488537,0.03184375100459873,0.04197001735257591,0.07771196597217556,0.09934516220516074,0.02596084745060876,0.044149991079885736,0.04327692155359602,0.1298568361881709,0.1815877491451937,0.05961309753821286,0.0511668413844249,0.02045635500010669
231,0.020366190999089102,0.04485732445775342,0.05975885789549522,0.033688285754430815,0.05341573016395544,0.024730092076786406,0.02971577036791516,0.035619864644315456,0.08058840585776539,0.09556146569653158,0.02675058032146501,0.03422383932277645,0.046782116028607684,0.1512154438034818,0.19434485308241853,0.06739094947401067,0.05701728614201838,0.02087536201381189
232,0.01935536656210821,0.04534277320085611,0.05557862669116226,0.027719995409882632,0.047241474878837314,0.026093517966505435,0.028837722145101274,0.03570971002520991,0.0728119543309104,0.10088893815045072,0.0243303556118867,0.034915398881799765,0.045157536546669465,0.1423128393473681,0.18949530931923425,0.05884229078490849,0.0549220357441791,0.02043539978132034
247,0.019306444741157086,0.038605388980072375,0.03868856491345243,0.032109034896208435,0.04456668665586235,0.021388166091394094,0.028462176254340266,0.04391448412370632,0.07670627551291195,0.10765146546465228,0.02706962257819945,0.05172513841541272,0.052015157417222985,0.15460648624929152,0.18883660697218357,0.06647630318514401,0.05864090600586727,0.017529509259066853
250,0.02092142512259203,0.04657663175893088,0.054632529879399504,0.031124378840088018,0.054990689470318016,0.024593633171728187,0.03213195609370696,0.03822564057425862,0.07759151553327018,0.09746768025249873,0.027140206208645243,0.0359275884455976,0.04337200352790889,0.15292181831044355,0.19859845303409518,0.059962753745012816,0.05146655918794901,0.01954170342304878
254,0.021372135397375508,0.03562788742313051,0.03914296636875593,0.03356579256724069,0.05142599281154091,0.024059704478809646,0.02787280191164591,0.0410981175999258,0.07961595604789057,0.10704654687366287,0.030279192782369607,0.052528568296657085,0.05582782612742028,0.15347798525478504,0.19393910983247253,0.06268955229805602,0.05983633164139219,0.01921470508349617
255,0.02300399470734437,0.0433178846456167,0.046476137321805874,0.03281211585996882,0.05603747006162833,0.026895518575891147,0.03160997523468982,0.041096571851818295,0.08169346729154356,0.10093935258408354,0.028032080938179854,0.04308918507617124,0.043652816219125264,0.14113718871591732,0.18904915998582264,0.06028650014719195,0.051190041102988235,0.02255792758722324
257,0.022467229843481887,0.045625946662254654,0.05143706510495115,0.033817771195229336,0.05497482563103307,0.025770486184149375,0.030217118181904066,0.03800887605710047,0.07758945413939898,0.10305328982044354,0.02497687051247359,0.037514344610469263,0.043764544230997016,0.14076032482609405,0.18265029101856015,0.06155864439357332,0.05101472289109498,0.01800512112088406
262,0.021277680349276296,0.04360236746556091,0.05706280350480349,0.034818458295847614,0.05204244728006709,0.028666767836600757,0.02713706611041472,0.03257862244181313,0.07390285635143737,0.10093093011403123,0.025683521135258174,0.032925588605937695,0.042379701879564025,0.13927410716720925,0.1736511979426233,0.06052159853510487,0.053983623780080266,0.026888814963275668
266,0.01978531903098119,0.04613115935760141,0.058893789876346594,0.02816350898529569,0.052315726146350466,0.026060855605526012,0.029951314842037148,0.03484236626551431,0.07368400313937687,0.10556612722301197,0.026286608258406008,0.03531792118803572,0.04473051216372287,0.1490555200389051,0.20095282655867025,0.061609918652824426,0.056633141763113785,0.020804564641938358
269,0.01935428106607761,0.04468041578757387,0.06638408516412912,0.035306708363710235,0.05195639603172214,0.023703168096823466,0.02695369536414375,0.029750072201383912,0.07432166822951954,0.11071210656396097,0.031880113929389844,0.035248206654057194,0.0523146417927796,0.1639629650200466,0.19178044548155265,0.06397150336239757,0.0667471504162141,0.019606125882255115
274,0.019447117969452383,0.04030930618072302,0.04158373056205117,0.035452028548767694,0.051684849260489205,0.02567129984156683,0.0321879524958313,0.04215107576935314,0.07960157973725596,0.11049568973603154,0.028478219524158827,0.048466935285255405,0.04757292395159906,0.1494328181382458,0.1923843479222849,0.06346366039842538,0.05351058688363925,0.01914432167700111
280,0.02232271848819164,0.04398536738692248,0.04360617538397671,0.0339296060018382,0.054929100563262445,0.025613891049801434,0.03387039495923454,0.04191361435406436,0.08069006661663246,0.10921231902882593,0.024097570184482667,0.04119900037944765,0.042985273294290256,0.13298672282652946,0.17349150947160794,0.062164362015010674,0.04785718464328867,0.021418561135108014
285,0.02212603486747367,0.04118997345150752,0.04245510969021621,0.03521393390537187,0.055089463106920325,0.02748758268025705,0.030941679480085485,0.04178325084999826,0.07922011874449962,0.10580411742489597,0.02718500121236941,0.04648570348267427,0.04285170886850954,0.1478770713674914,0.18773596097624445,0.0607593217321381,0.053555842036400084,0.01815444691251179
290,0.0204953447887308,0.035651902099225107,0.04050296988141833,0.03579714252491928,0.050996035097609124,0.02334098290324292,0.028148949609001737,0.04028293807089834,0.07971824198100277,0.0991356707260771,0.02901870562410208,0.05292321264374842,0.05687701076762385,0.14799418337505807,0.19896173786078183,0.06288457390311668,0.05990562336061366,0.019286117691426668
292,0.025542324305535248,0.046794221668308496,0.050083422679348705,0.032598456025406335,0.05398179707569924,0.025417364650223165,0.0338718550075768,0.040938676920788994,0.08430822026711457,0.10280730242662374,0.027724521525822547,0.03883131041924923,0.041267485626109504,0.13599329770548804,0.18839157914921986,0.0649140951839925,0.050055740102471526,0.019673455288006826
293,0.022172538135774668,0.046244285861990385,0.05150590120114919,0.032880724623453886,0.052664207133279864,0.023910186311413017,0.032672320566004345,0.03921806869914608,0.08181384649489498,0.09067554584768202,0.025438141436200674,0.03750198399822777,0.0441082877667315,0.13893635442953126,0.19913034094478427,0.06600193156304797,0.05037055289499293,0.01926560632791791
295,0.01757188365130801,0.03580555002375886,0.04007084897230171,0.03548783628699908,0.060202612930326256,0.027292530697950124,0.027651728046162005,0.041646831242294166,0.0750130994767049,0.1032840157504529,0.028276864301651487,0.05244679356992198,0.04846399125442893,0.15145155414568795,0.1936571254975552,0.06522581707551055,0.058997464708310535,0.02187142917265544
300,0.019699214188528186,0.04581421180242703,0.06445483969724569,0.04134271217137162,0.05677582121109599,0.024528141330463975,0.026690839939549578,0.031389844266743565,0.07600783169652663,0.1014396399298531,0.03198455364510912,0.033820066883340334,0.0479845042852662,0.1522880407778605,0.20244531873716085,0.06764970185818375,0.0632931573812491,0.024295356023210615
305,0.018828456903278317,0.032957375298330066,0.03759681192179934,0.02907588488222544,0.05344949181428288,0.02524745316832898,0.026240466807315913,0.039370943226911134,0.06933055125164497,0.0994158895165656,0.030121116032301862,0.05486095489737522,0.053784772388593416,0.1354936157096491,0.19548666618037383,0.0567883379472242,0.05978357780542856,0.02303187970981772
307,0.018479852470129857,0.037696155609177315,0.04092813191115962,0.03662963529811463,0.05450329304948428,0.02531993196725862,0.03045570620410496,0.04146859512271873,0.07873501604938501,0.11450257470999815,0.028369228248507287,0.050893249742722114,0.05237559456181157,0.15357735208048925,0.1934513168244512,0.06362633744053536,0.05642234208989304,0.021506366938159504
316,0.019619387481451873,0.036161376692836755,0.042014488617992056,0.03229144173606213,0.0495619400042393,0.02731488695513775,0.029039662262729554,0.03862160252535461,0.07882024673515307,0.09150852390539213,0.030093321414008,0.050803438108726895,0.051460784383038624,0.13392821151055392,0.20298962264405385,0.05078717379842571,0.05951513835001732,0.023479664026762458
323,0.02189708428467805,0.04717345766326979,0.051602278165508275,0.030710153004798874,0.05486368385745267,0.028300845782826954,0.03344608504786141,0.038491328073429865,0.07870863016387004,0.10302715077007964,0.02780241577711256,0.03746173366258782,0.043095080486372256,0.14185943933485035,0.19769905234858312,0.0571655140272179,0.054025561996413264,0.02363105324611283
342,0.018679454848520374,0.04606225234823099,0.05978114817066871,0.034611079650760546,0.055556743576721614,0.02511233159078327,0.03118649346469033,0.03571191682672007,0.08383092801250579,0.1072176621126266,0.02766844675210371,0.03607450591814238,0.046699674363905264,0.1645115546609627,0.20502227411308913,0.06701414355070552,0.05827206528315713,0.024801033371775503
353,0.025735395752086183,0.04303582811720265,0.040598034328823904,0.03129510626388868,0.05068002327445087,0.025131230586190448,0.03362537968003286,0.04304226311824394,0.07840579180125926,0.10546158494947623,0.023676879184545845,0.04601938916486669,0.04466301213163748,0.1580446281618744,0.186828488460263,0.06311672844907001,0.050102976660636164,0.01933224445716216
359,0.01918942266605414,0.04601036800977072,0.061610273071315835,0.03903085563221899,0.05518639131824189,0.027349345307548643,0.02732983954536062,0.032127567598417006,0.06897916472769855,0.09669329714703999,0.03205043833818433,0.03424650828252911,0.048625829202791286,0.1458797622235449,0.195613705569896,0.06196532773341085,0.06066427379042087,0.023341744674034447
361,0.021243641061029158,0.03555781837549536,0.04004496066946583,0.0312352862392763,0.05078219879178211,0.022296192860297815,0.028142870334535688,0.04162634843643799,0.07714326452255953,0.0856939839845135,0.029330356360749574,0.05273560660905266,0.05729259888597295,0.14320794770570586,0.1968057143609213,0.06799475170850737,0.0582371043763065,0.018356620097787376
363,0.02110550380045329,0.04530242261359792,0.059118913786877184,0.026025630673325258,0.05093830446438549,0.024122869653989507,0.028550963584362637,0.034340008432482506,0.06758181280853241,0.10074831342111827,0.02430093610567967,0.033794300952705664,0.04748313458950277,0.15639543358935354,0.18584539548671442,0.06050590627732296,0.05887936241981573,0.017939744421172434
375,0.021294509109801008,0.03893420277313074,0.04198727873544852,0.02834219751002635,0.05337430831649986,0.02473972684085961,0.029270065322640385,0.038859712734898716,0.07562086230499583,0.10122824187374704,0.030752038142585945,0.048369164512672105,0.05059204815369925,0.13713390580264964,0.1910861439357396,0.05088139409105223,0.0586545077114931,0.01999825799089858
380,0.025466026116802144,0.04348102526705161,0.04288297628425765,0.03222774316072017,0.053346910578798104,0.029066827365615132,0.03312303485410638,0.043746112732976725,0.0756058621423347,0.09735936663542473,0.024371079746091102,0.04290897174615085,0.04017541198942684,0.15306355519446238,0.18012909088579593,0.058397644844825236,0.04763073297897059,0.022089405656695944
381,0.01942638980055078,0.04523147285379659,0.05199228942179457,0.03573040486713541,0.0547416289666128,0.026704075946822954,0.032957443476077604,0.03987613090336302,0.08380315608407289,0.10812761490319467,0.02604841160331165,0.03869733588904003,0.042278203155839314,0.14950934799393864,0.19816100123856303,0.06182229687524799,0.05187237745287068,0.02205819016493621
387,0.017072624307193602,0.03529573898741334,0.039439549455963896,0.033481737123611605,0.04906784347701776,0.023485071253695138,0.02794675871045977,0.040479681355149566,0.08148394772958772,0.09569698907229546,0.02609285439963472,0.052841245078362416,0.056018499377623335,0.14629002950318834,0.19828241543756214,0.062042730709865726,0.06003499216008154,0.021843143424847132
