,Gene cluster #0,Gene cluster #1,Gene cluster #2,Gene cluster #3,Gene cluster #4,Gene cluster #5,Gene cluster #6,Gene cluster #7,Gene cluster #8,Gene cluster #9,Gene cluster #10,Gene cluster #11,Gene cluster #12,Gene cluster #13,Gene cluster #14,Gene cluster #15,Gene cluster #16,Gene cluster #17,clusterPredictions
109,0.3052476537987126,0.22684692342306176,0.19139919955351872,0.27171668716910496,0.6292057982338324,0.38115944894188253,0.20528779736182087,0.20577341775759164,0.3581395022618625,0.07588388612254615,0.3210322842599043,0.1974023900677448,0.15262440924909762,0.3878729739772093,0.282280441056794,0.3747920504597426,0.13359329368301898,0.2334559802417661,5
115,0.3044486762122301,0.23006646327495714,0.18957157483486856,0.2701821717505343,0.6318341187854682,0.3854514580090477,0.21038624480364185,0.21317658574073567,0.3607738338600509,0.0764970372302744,0.3219012041395577,0.20067371100141845,0.1524942693577187,0.3937501940948209,0.2870259432421545,0.3724993522251849,0.13102604078723407,0.2353183485241656,5
124,0.30340786224096417,0.2255790239001825,0.19700395437423351,0.2796615039058004,0.6385211503877759,0.38332795173530415,0.2015059055539788,0.2017616471297244,0.3595726685991057,0.08154354878780144,0.3304241981709783,0.19708690057248707,0.1580273755533303,0.3923560002228188,0.27888999309337675,0.3738434028977581,0.14050496953118025,0.2335273122150322,4
126,0.3023572195382972,0.2255407832175341,0.1700741565104655,0.27454510178626296,0.6418911902511344,0.3898209817820083,0.21408583510918786,0.2235966678602054,0.3619156961365408,0.0813913544457233,0.322796594032844,0.2155286890821731,0.14609623999576588,0.3747448572570937,0.2734630318558351,0.3605350995744437,0.1214134409794233,0.2366665486458881,1
128,0.3027683983765204,0.20576221524847496,0.1611671833257492,0.2728804353231494,0.6418493898073461,0.3858557956257648,0.2035259410792994,0.22194301951276107,0.36196015867141423,0.07939407522557508,0.3342597272943406,0.2405755926094155,0.16281235472023467,0.3812450943087027,0.2782690072838298,0.3700735183331799,0.1354398589836133,0.2359634777054097,0
129,0.3036270840600537,0.22472487883945852,0.17120191488096487,0.26842894797710515,0.6413724922228574,0.3896870835970012,0.21458450204217755,0.22704593380567695,0.3699716089494392,0.08098012633130171,0.3212485807838185,0.22192017758090613,0.15235383848161171,0.3928615119117536,0.28139431195981984,0.3701109506316941,0.12647422060238728,0.2359708808807397,3
144,0.29637726023067484,0.21308944941548447,0.16074636022492902,0.2779194672147028,0.6487838565332158,0.39103705197800814,0.20843975179939853,0.2278894405840259,0.3530659185865632,0.08619326453519204,0.32677396176825496,0.2356390005909113,0.15575251950789948,0.3864875683609664,0.26062744039869035,0.3686297387641113,0.12913220220862326,0.23556648438769215,2
145,0.3017641626066783,0.2264792420197634,0.19851806935707916,0.27925013975513624,0.6398873305906327,0.384599118867292,0.20161087597278327,0.2017613680498694,0.3604280627470687,0.08236765435188674,0.3320017490224296,0.1970564103800808,0.15829127327048026,0.3896923015531695,0.28061965470600586,0.37282262494682605,0.14164192454783595,0.23508793323625785,4
154,0.3014934731015429,0.2028052018886819,0.16180426722511898,0.27233829659362124,0.6382483633750441,0.3835003672756114,0.20156461943006945,0.22066345748510016,0.3641330101497868,0.07886369777514192,0.33570518063647475,0.2432573940387097,0.16752798823823944,0.38316455081295786,0.2948497912618668,0.3715238268497145,0.13910306741949294,0.23848741988558736,0
163,0.298578820905088,0.19831635280102067,0.15796404716148188,0.2613807371961116,0.6234358670620108,0.37149163173593147,0.1995518514608532,0.22056861776539655,0.3671562435135075,0.07357585123055572,0.3348469089984775,0.24693363009786795,0.16929658269535167,0.3838390855518978,0.29450916107388986,0.3684561199700319,0.13997944504326654,0.2340649991254809,0
164,0.3013642127026156,0.22756794259382004,0.19964380699072387,0.28045527124308506,0.6430374943700412,0.38478801886598185,0.20084030734579505,0.2015002723523508,0.3622355113464653,0.08283283034510065,0.3319181398959687,0.19669915184094056,0.15857957858102534,0.3899892377043192,0.2793324332268522,0.37110520047967344,0.1428318995327885,0.2385222489111597,4
168,0.3021228840757233,0.2266035215864316,0.2012291319042906,0.28275883919261097,0.6387050884186499,0.3843173624943755,0.20142316006490835,0.2007611326173704,0.3632501351112829,0.0844659329134199,0.3323934724170194,0.1977851055950973,0.1614332620664984,0.3936957676181312,0.28295939442872503,0.3762145325577197,0.1449288640957074,0.23391076056950336,4
174,0.3035817343766257,0.2298055841927304,0.1896601625935431,0.274650167005776,0.6387746679965406,0.3875336576534506,0.2093197243585863,0.21228430552194247,0.3630197500892731,0.07772083312711492,0.3265877346172301,0.20198684250696292,0.15325002655649775,0.3874796287789686,0.2871085760599845,0.3708051602303377,0.1325500174982909,0.2377197782869017,5
177,0.3053962034110604,0.2211168349516152,0.1668551414862119,0.27488002988668353,0.6505123144812086,0.39074399253368375,0.211871413006768,0.22348212411321944,0.3583146108612689,0.07721056218659947,0.3258920606366969,0.21966636628788694,0.14688003000415406,0.3757555247431604,0.26981521445588663,0.3641187719936505,0.12247884399761112,0.2316730729639392,1
208,0.30139049668640544,0.21541510552954152,0.16394392619276532,0.2754590581904713,0.644390968512824,0.3888004099753651,0.2103780168290676,0.22780039965974194,0.36516178452354997,0.08213390928040927,0.3276004455768661,0.2348571478228416,0.15820730693857935,0.3892898132405797,0.2818646148886177,0.3719484826335039,0.13087128974332865,0.23597720843712025,3
215,0.30187348061599684,0.2286243524414179,0.19706577771773987,0.2764352061479012,0.6349194750436641,0.3851187496068598,0.2044310507642542,0.2040659517694093,0.3647773885902495,0.08325157787621497,0.3280085409550981,0.19731782575740098,0.15688409102720682,0.3879889293212371,0.2807559939943129,0.3727853551412317,0.1391054891094909,0.2365855284228824,4
216,0.30263869543714034,0.230288243643,0.19005309915492452,0.2663466170082056,0.6320647319726299,0.3834127553039294,0.20867303351151648,0.21077258977918711,0.363255077412588,0.07262897522342059,0.32391755111028697,0.19814731045331052,0.15116019088985708,0.3925576305757194,0.2841378402019957,0.3691916191794555,0.13086021903755835,0.2366827115020868,5
217,0.3008648576411374,0.22642321647916974,0.1946118442826768,0.2776443149794458,0.6408667574669629,0.3873927512080532,0.2031974010092957,0.20316846561838406,0.3585987386944256,0.08274209472059789,0.33058577689121715,0.19630852700957807,0.15477623923832412,0.38167104377215294,0.2739610631207247,0.3681402476548869,0.13705167265683202,0.2364242606564176,4
220,0.30405469061233026,0.21534443769045294,0.16202567624514952,0.27111033301235465,0.6405916828315248,0.3911130359503562,0.21124984978664424,0.2279562176604715,0.3647339551764704,0.08222012285842599,0.3254186291388992,0.2328103637195965,0.15466236061478136,0.3838703477830744,0.27772394024840363,0.3672861925243106,0.1275217485436206,0.23346680226577896,3
221,0.30547612918878564,0.2209288696907927,0.16560178223843347,0.26675937059351523,0.6349791025417779,0.38648598184041455,0.21387706966270412,0.2293511590093192,0.3700067600436806,0.0761180031567474,0.3205980090398504,0.2290774848386347,0.1536714480653927,0.3935913872523597,0.2804671176537353,0.3741402106704769,0.12652624745741872,0.2316277408906941,3
224,0.3067513916531037,0.22096094530710875,0.16649194225377112,0.2666121180291693,0.6427494964883562,0.3876994314992871,0.21220419252342168,0.22205698164133825,0.3628694906496714,0.08050550057056911,0.3254164638688854,0.22083650404675906,0.14716702684249547,0.3684046935912184,0.26820392470582144,0.3618279277265687,0.12391427225765513,0.2329487534512234,1
231,0.3014527531208142,0.2297473716597256,0.19119136029365275,0.27223376055369664,0.6288663037974895,0.38451662183147856,0.20757165430785235,0.2105786739391622,0.3610456953132248,0.07594187392842394,0.32078578228203475,0.19857456756750866,0.1524721031213631,0.387736172796566,0.2812114992994421,0.36927021762813694,0.13229687393894593,0.2379040464615681,5
232,0.3065801454133355,0.22693368508531986,0.1845812756761912,0.2669548203889359,0.6355907680762564,0.3858165253475092,0.2095916625670711,0.21272727481606088,0.36141500864694415,0.07511432905535158,0.3220884731513976,0.2015913588956494,0.1497241715976468,0.3885346125860947,0.2796699823177466,0.3695690831784193,0.12802806615123813,0.2337548282208748,5
247,0.30023473746141444,0.21065736815341785,0.15993234226898398,0.2646256923102952,0.633709123454061,0.3816167775977118,0.2073597491319178,0.2264079345638044,0.3653876285365365,0.0796612661430064,0.3257051491228565,0.2385860011496652,0.1596737552197669,0.3914654017363346,0.2780462979885329,0.3749866943371252,0.1319220513735923,0.2323943937896956,0
250,0.30449248545343266,0.23107250770968696,0.18284173191370112,0.2727568821355168,0.6385208649285893,0.38817113246627055,0.21281217030113786,0.21820207840693684,0.3635723864412633,0.07327130020444436,0.3231039130449128,0.20470769219428364,0.1486461471665252,0.3873424234412458,0.2913486516063695,0.3672732858447937,0.12591184706364164,0.2367081058133005,5
254,0.3021265152475364,0.20739275854712985,0.16106898825980892,0.26785426574484306,0.6375814552572445,0.3799475975289632,0.2052371327428492,0.22410022391744816,0.3660778312911369,0.08103160298170309,0.3304735847051171,0.2406494034662315,0.1632228586950171,0.3868104912628818,0.28498374748668004,0.3714609950245223,0.13506875545534064,0.23386495759674825,0
255,0.3073948408272854,0.22278832239530574,0.17050796765745296,0.27415262874755714,0.6518474985500335,0.3904296470489747,0.2118003364149436,0.22306297396529115,0.3631617243609729,0.07761308287272017,0.32868872250505465,0.22061249324542195,0.15059014657421968,0.3806978394014744,0.2738594150170626,0.368873746030383,0.1256950692796275,0.23504112203442998,1
257,0.3055783759137645,0.2265808834988044,0.17784658804908846,0.27304032814720114,0.6447942473442292,0.3876101181421601,0.21135978045471995,0.2166440735649964,0.3642632524501371,0.07772328100556668,0.3226701284774575,0.20719893359395586,0.14729069960597282,0.3826967337882827,0.27074763188675954,0.3687474832482201,0.1247386255607474,0.2336353771708643,1
262,0.3054407700929121,0.2253211457667184,0.18601970142221794,0.27190846122580964,0.6382748201407248,0.3852728543604576,0.20560086474441444,0.2067676946941595,0.35828953990230983,0.07376404077937711,0.32541376439937075,0.19741881154690108,0.14755425924162055,0.3832970195879303,0.2657645819542315,0.3715185371381451,0.12911997390018215,0.2340108213741328,4
266,0.3012460931156418,0.2308426760468056,0.1906573018958288,0.2693371468542489,0.6384747388849121,0.3883441656360884,0.2089431577314714,0.21235221805090015,0.3665907609687545,0.07969251248342353,0.326530842232342,0.2012648280012003,0.15328508973423285,0.3882634940099328,0.2944087616547116,0.3679647690598869,0.132498757683329,0.23997461546584045,5
269,0.3041797109011864,0.22541568666347145,0.2019239076253838,0.2780696700426433,0.6359743703522016,0.3801209068387428,0.20085517799781485,0.20048335842999807,0.3645600346828628,0.0838265977830695,0.3337426380267553,0.19858461524201226,0.16247629642485695,0.3933732604724431,0.28801065654094543,0.37861172112637104,0.1459717474681905,0.2338384105791353,4
274,0.30237839549622136,0.21718836625941856,0.1643152434890674,0.2735686873524513,0.6424371162009466,0.3887844432990068,0.21147053796428728,0.2277610155449292,0.3654550492931543,0.08287086019909935,0.3261275569086916,0.23213130378378444,0.1559605314945605,0.3871126711713055,0.28155452371999684,0.3699445300338266,0.129025038181863,0.23554585868100425,3
280,0.3049367224370497,0.22346725848673746,0.16630696492164854,0.2763500199029144,0.652077610960343,0.39389257268337374,0.21360928578344265,0.22285554247506872,0.3645990606969744,0.08360459088896154,0.3271783955411308,0.2175681387218888,0.14427500801686982,0.3720000017534858,0.2674179085970776,0.36321055366836297,0.12002324702393988,0.2325202742231234,1
285,0.3053632533930638,0.218007646091558,0.1652985842790204,0.2760239462855141,0.6441492329407932,0.3902217852998034,0.21036990046033585,0.22468306727906556,0.3624840024988461,0.07973477951224202,0.3269752574478826,0.22746822819580564,0.1522045878785488,0.3848775174493048,0.2697980094093438,0.3701795729488167,0.12622070709114264,0.2321681613402701,3
290,0.30234546329208845,0.2080381240791184,0.16292886646581814,0.26886777521428457,0.6342375006067698,0.381313558603169,0.20534910221535252,0.2242171478525789,0.3663069571760577,0.07716985710944334,0.3305509373579208,0.24004702057033625,0.16429094544431772,0.3882442388898647,0.2897000800699837,0.37195037881393866,0.1359495363310317,0.2361249841738524,0
292,0.30895302948290576,0.2287281314126029,0.1752683338789864,0.2690003903410603,0.6418720553537195,0.3912039152807906,0.2149093658204302,0.22194159415821246,0.3654318873557438,0.07765088884458242,0.3245964216687909,0.21190819456338086,0.14692065788718767,0.3812595229682012,0.2793144111124462,0.3697782306059854,0.12324630010516725,0.2325791344422878,1
293,0.3057124559263352,0.22888374273971626,0.17809338330184665,0.2694501680714901,0.6367670196324261,0.3870701801620417,0.2139903899997654,0.21948198169688465,0.3642907725378065,0.07019893801716122,0.32031604808691555,0.2077119249128661,0.1469997546204081,0.3876123089386464,0.274833104078042,0.3659596135734669,0.12378767746276804,0.2316050086536167,1
295,0.2962563746951821,0.20743915572532087,0.16189885624569456,0.2931494308487086,0.6625073360620649,0.3940335549299486,0.20391079956276656,0.2234700826827631,0.3486605436332926,0.07977735100092621,0.3369045633274453,0.239196940818604,0.1614771537008331,0.3780031492273611,0.26953364118683165,0.3682084462969589,0.13372778004123467,0.2365127826400238,2
300,0.3007138362314577,0.2284889175952253,0.1985236040994064,0.280435858073761,0.6422396275298019,0.3848773585927143,0.2026619195356768,0.20337975064891067,0.3603393592375293,0.07993420742311562,0.3326587172219878,0.1967419125841225,0.15710451776423096,0.3879473249618063,0.2843992790769935,0.3680092720650152,0.1405018308378735,0.238997914501957,4
305,0.2993193072453434,0.20052560254679325,0.15720009064402296,0.2715086761215973,0.6497324541121372,0.389043452021276,0.2014633173506291,0.21997059547205816,0.35499273314102064,0.078632402110048,0.3355427244770882,0.24174215855713446,0.16189287640712666,0.3705044153955013,0.2797069450390974,0.3691095341274562,0.13479068373465278,0.2357751073656192,2
307,0.298711019691844,0.21257686074196647,0.1636175425370137,0.2792584538083385,0.6482473626343085,0.38942530958638705,0.20850113384002705,0.2269717697246045,0.3629719000882993,0.08597450652152511,0.3320333766938336,0.2374518148452645,0.16087251168554234,0.3838434267076005,0.2875562729643165,0.3686325627877179,0.13315538323168188,0.23965283248173594,0
316,0.30741438971171153,0.20815938921294427,0.16377109377591131,0.26487662785069005,0.6355661568973432,0.38041053729229146,0.2040505141252543,0.21875543202412465,0.36533909710595097,0.07164302841222589,0.3327547345012927,0.2337837539972357,0.1594036868538259,0.3756781961571623,0.2927173064245445,0.3629526662314996,0.13216948912784382,0.23918270992198035,0
323,0.30424269543596955,0.2278387796028702,0.17876874065504894,0.2736956820281841,0.6483478668077411,0.39025067466354935,0.2122266304310468,0.2179060669039113,0.3619777167356346,0.0793249694856826,0.32671790378872817,0.20894784756278012,0.14812451734370732,0.37491598324790903,0.28842607327858577,0.3628795673617408,0.12566169423044424,0.2397170202087828,1
342,0.2992594366605124,0.2312588545662876,0.19214412605325745,0.2715186966423073,0.6354977032433871,0.3866376917611571,0.20919640272044773,0.2136663534156088,0.363196709440589,0.08100354469021961,0.32280915474547417,0.20278235717344395,0.15460307855680136,0.3924279919861328,0.2912549113284766,0.3702878274328413,0.13538995473735385,0.2415692956217025,5
353,0.3084167945653849,0.21885778620381294,0.1621092428438866,0.26366554065866943,0.637393571365299,0.3909329492010674,0.21404374815551566,0.2280426952780116,0.37219431732503533,0.08240263708467617,0.3216835954520024,0.22824341014065275,0.15003599628211184,0.38404932541583614,0.2780991193000083,0.3689997508182071,0.12332202224319624,0.23032585338276304,3
359,0.30116517899168177,0.22561889118072465,0.19363544085704948,0.28167640949064576,0.6501000467991813,0.3900123334835149,0.20291405433180268,0.20382258619826316,0.3614769538372092,0.0762577518585775,0.33238963004489025,0.198748271456416,0.15483936074920687,0.3809852965130316,0.28290524800264544,0.3638580180768747,0.13753079986146607,0.23570349563048865,4
361,0.30012562764539824,0.2085664582607797,0.161258230688034,0.265411058318448,0.6294310526117081,0.3765187778447653,0.2066172159493696,0.226376015699646,0.3640662336688329,0.07077946241401273,0.32757454580993783,0.240092413409826,0.16262030760287005,0.3925030533467573,0.2862842754260805,0.37171449974347465,0.13409391708358145,0.2312047455859784,0
363,0.30422326089868457,0.22678797155281086,0.18958663389229424,0.273771870095016,0.6392554921927758,0.38506023692774816,0.2054266099820494,0.20710878470695565,0.3631686103956102,0.07557160541961684,0.3278324744861761,0.19844792874114603,0.1517524182430455,0.3836681455894943,0.28587074298967674,0.3706075809547334,0.13149225110820945,0.2322894700462583,5
375,0.30678939316915604,0.20994857682794746,0.16275980188840386,0.2663308661833001,0.6408427348159099,0.3853675764993061,0.20644677492900124,0.2199531710626004,0.361861953882212,0.0779149920250014,0.32964212394986897,0.2312319147934729,0.15511580813775386,0.3773186731870167,0.27802103122056765,0.3634743374797554,0.12968470030253418,0.2352734996008235,3
380,0.30990200098996784,0.2217266166575831,0.16462846494966912,0.26758967259187866,0.6432671385712305,0.390243866228372,0.2140513957724712,0.22508443321240926,0.36638461336463257,0.07522131461242447,0.3214656591809515,0.22014755027370608,0.14453927802282573,0.3778190644306215,0.2713289560608891,0.3687478125787109,0.1194498486491334,0.22793065727306855,3
381,0.3037250689271852,0.2305073225044025,0.179254747889022,0.2716440853804644,0.6420312635381122,0.3899809966473413,0.21457255911292314,0.22222450405493396,0.3682520414176932,0.0810127406189893,0.32322626857223263,0.21083639362446333,0.14983027667166116,0.38812556043141655,0.28763281617689346,0.3690653364713621,0.1262157167992098,0.23958348061347534,1
